Fecha Respuesta,NPS Recomendacion,Satisfaccion Soporte,Edad,Plan Actual,Funciones Favoritas,Comentarios
2025-10-12 07:43:18,8,4,23,Pro,"Exportación, Dashboard, Ninguna",Soporte lento - ID:4029
2025-02-15 20:24:20,9,4,22,Pro,Ninguna,Podría mejorar - ID:4030
2025-09-05 15:38:00,8,4,31,Empresarial,"Exportación, API, Usuarios",La interfaz es confusa - ID:4031
2024-11-30 15:22:15,7,5,35,Gratuito,"Usuarios, API, Ninguna",La interfaz es confusa - ID:4032
2025-01-06 17:46:22,10,4,50,Gratuito,Ninguna,Podría mejorar - ID:4033
2025-05-19 11:03:26,9,2,23,Empresarial,Usuarios,Soporte lento - ID:4034
2025-04-22 01:53:13,10,3,62,Pro,"Reportes, Usuarios, Ninguna",Podría mejorar - ID:4035
2025-01-05 20:04:03,8,3,62,Empresarial,"Reportes, Dashboard",Muy rápido - ID:4036
2025-05-23 02:26:27,4,3,41,Empresarial,Reportes,Podría mejorar - ID:4037
2025-01-24 14:35:45,1,2,50,Básico,Ninguna,Demasiados bugs - ID:4038
2025-06-16 11:19:54,10,4,42,Pro,Dashboard,Muy rápido - ID:4039
2025-06-16 06:00:51,9,4,40,Pro,Usuarios,Demasiados bugs - ID:4040
2025-03-26 14:43:03,10,3,64,Empresarial,"Usuarios, Exportación, Dashboard",Me encanta el dashboard - ID:4041
2025-04-03 06:07:34,3,3,48,Básico,Usuarios,Me encanta el dashboard - ID:4042
2025-03-16 16:40:13,5,4,54,Básico,"Dashboard, Reportes, Usuarios",Excelente servicio - ID:4043
2025-05-06 04:22:58,8,4,39,Gratuito,"Exportación, Usuarios",Me encanta el dashboard - ID:4044
2025-04-12 01:46:59,0,2,47,Empresarial,"Usuarios, Dashboard, Reportes",La interfaz es confusa - ID:4045
2025-02-08 22:06:38,6,2,50,Pro,"Ninguna, Dashboard, API",Precio justo - ID:4046
2025-07-09 11:46:34,8,4,23,Gratuito,"Dashboard, Exportación, Ninguna",Precio justo - ID:4047
2025-01-25 23:06:20,10,2,26,Empresarial,"Dashboard, Usuarios, Ninguna",Demasiados bugs - ID:4048
2025-04-10 10:58:37,9,4,23,Empresarial,"Usuarios, Exportación, API",Muy rápido - ID:4049
2024-12-08 13:22:50,8,5,50,Básico,"API, Exportación",Muy rápido - ID:4050
2025-08-05 12:35:08,9,4,49,Empresarial,Ninguna,Precio justo - ID:4051
2025-01-20 17:25:36,10,5,23,Básico,"Ninguna, API, Usuarios",Podría mejorar - ID:4052
2025-08-01 08:17:56,8,5,48,Pro,"Ninguna, Reportes, Exportación",Excelente servicio - ID:4053
2025-09-29 06:00:59,5,2,26,Básico,Usuarios,La interfaz es confusa - ID:4054
2025-11-06 21:03:55,4,2,52,Empresarial,Usuarios,Muy rápido - ID:4055
2025-06-02 05:23:06,10,4,20,Empresarial,Exportación,Demasiados bugs - ID:4056
2025-10-16 17:49:05,5,3,27,Básico,"API, Reportes, Ninguna",Podría mejorar - ID:4057
2025-01-18 07:15:46,5,3,35,Empresarial,"Reportes, Dashboard",Excelente servicio - ID:4058
2025-04-20 02:16:01,10,5,49,Empresarial,"Reportes, Usuarios",Muy rápido - ID:4059
2025-07-03 15:51:32,10,3,34,Gratuito,Dashboard,Me encanta el dashboard - ID:4060
2025-06-23 07:33:46,10,1,45,Empresarial,"API, Dashboard",Soporte lento - ID:4061
2025-01-09 09:40:06,1,4,40,Básico,"Usuarios, Reportes",Me encanta el dashboard - ID:4062
2025-04-06 01:10:12,8,2,43,Pro,"Dashboard, Ninguna, Exportación",Soporte lento - ID:4063
2025-04-24 14:45:58,10,3,31,Pro,"Reportes, Ninguna",Demasiados bugs - ID:4064
2025-04-23 07:47:14,9,3,64,Empresarial,"Usuarios, Reportes, API",Podría mejorar - ID:4065
2025-04-06 00:45:14,10,2,37,Pro,"Exportación, Usuarios, API",Precio justo - ID:4066
2025-03-10 15:46:51,10,2,64,Empresarial,"Reportes, Dashboard, Usuarios",Soporte lento - ID:4067
2024-12-11 08:10:07,8,2,41,Pro,"Dashboard, Usuarios",Me encanta el dashboard - ID:4068
2025-11-02 08:19:36,9,1,18,Pro,Exportación,Me encanta el dashboard - ID:4069
2025-08-25 02:56:40,9,1,47,Empresarial,"Reportes, Usuarios, API",Precio justo - ID:4070
2025-10-23 08:52:17,1,5,19,Básico,"Dashboard, API",Excelente servicio - ID:4071
2025-09-23 12:33:30,2,5,54,Básico,"Reportes, API, Usuarios",Demasiados bugs - ID:4072
2025-08-27 18:14:09,0,5,43,Pro,"API, Usuarios",Demasiados bugs - ID:4073
2025-11-03 11:03:38,10,5,57,Empresarial,"Ninguna, Dashboard",Muy rápido - ID:4074
2025-05-23 07:33:09,7,5,52,Pro,"Ninguna, API, Reportes",Muy rápido - ID:4075
2025-09-06 09:14:11,10,1,29,Gratuito,"Ninguna, Dashboard",Me encanta el dashboard - ID:4076
2024-11-30 08:52:05,8,4,51,Empresarial,"Reportes, API",Muy rápido - ID:4077
2025-06-07 18:00:51,9,5,62,Básico,"API, Reportes",Precio justo - ID:4078
2025-05-03 05:59:27,10,3,39,Empresarial,"Usuarios, API",Podría mejorar - ID:4079
2025-01-31 05:26:40,8,1,27,Pro,API,Precio justo - ID:4080
2025-02-02 09:58:00,10,4,42,Básico,"API, Reportes",Me encanta el dashboard - ID:4081
2025-01-30 18:53:21,8,1,65,Pro,"API, Ninguna, Exportación",Excelente servicio - ID:4082
2025-09-17 13:02:01,8,4,58,Gratuito,Reportes,Precio justo - ID:4083
2025-09-24 01:42:54,8,3,51,Gratuito,Reportes,Excelente servicio - ID:4084
2025-04-06 05:08:39,9,1,50,Básico,Usuarios,Excelente servicio - ID:4085
2025-01-28 19:47:33,10,5,45,Empresarial,"Usuarios, Ninguna",Me encanta el dashboard - ID:4086
2025-10-24 23:02:04,8,2,41,Pro,"Dashboard, Ninguna",Soporte lento - ID:4087
2025-10-05 02:48:04,7,5,26,Empresarial,"Exportación, Usuarios, Reportes",La interfaz es confusa - ID:4088
2025-08-26 11:04:48,9,3,27,Básico,"Exportación, Reportes",Muy rápido - ID:4089
2025-06-26 20:30:13,9,1,19,Pro,"Exportación, Ninguna, Usuarios",Demasiados bugs - ID:4090
2025-05-20 03:13:35,10,1,30,Gratuito,Dashboard,Podría mejorar - ID:4091
2025-07-07 01:32:18,10,5,28,Empresarial,"Ninguna, Reportes",Podría mejorar - ID:4092
2025-09-09 04:28:46,10,4,60,Gratuito,"Ninguna, Exportación",Podría mejorar - ID:4093
2025-03-25 05:27:18,10,2,61,Básico,"Ninguna, Dashboard, API",Demasiados bugs - ID:4094
2024-12-26 03:18:34,9,1,34,Básico,"Reportes, Ninguna, Usuarios",Demasiados bugs - ID:4095
2025-10-19 21:09:22,3,5,32,Pro,"Usuarios, API",Podría mejorar - ID:4096
2025-04-02 12:36:19,10,5,27,Básico,"API, Exportación, Ninguna",Soporte lento - ID:4097
2025-01-26 20:37:32,4,2,19,Básico,"Usuarios, Exportación, Ninguna",Soporte lento - ID:4098
2025-06-23 22:31:36,8,1,54,Empresarial,"Reportes, Exportación, API",Podría mejorar - ID:4099
2025-03-10 20:03:32,1,5,34,Básico,Exportación,Me encanta el dashboard - ID:4100
2025-01-05 14:52:32,10,3,44,Gratuito,"Ninguna, API",Excelente servicio - ID:4101
2025-05-24 10:08:52,1,4,35,Gratuito,"Exportación, Ninguna, Dashboard",Podría mejorar - ID:4102
2025-10-09 08:40:50,7,1,33,Básico,"Exportación, Reportes, API",Me encanta el dashboard - ID:4103
2025-01-24 03:48:41,7,1,56,Pro,"Usuarios, Reportes, Ninguna",Me encanta el dashboard - ID:4104
2025-10-19 07:57:36,10,3,49,Pro,Ninguna,Muy rápido - ID:4105
2025-08-27 08:17:28,10,4,21,Básico,"Dashboard, Reportes",Excelente servicio - ID:4106
2025-10-04 00:31:07,9,1,27,Básico,"Reportes, Usuarios, Ninguna",Demasiados bugs - ID:4107
2025-08-20 22:25:09,1,5,45,Pro,"API, Exportación, Reportes",Soporte lento - ID:4108
2025-01-23 03:40:22,3,2,21,Pro,"API, Exportación, Dashboard",La interfaz es confusa - ID:4109
2025-10-22 03:06:08,10,4,45,Empresarial,"API, Usuarios",Me encanta el dashboard - ID:4110
2025-02-10 01:17:27,10,5,45,Empresarial,"Usuarios, Dashboard, API",Muy rápido - ID:4111
2025-03-25 12:37:21,10,3,18,Empresarial,"Dashboard, Ninguna",Muy rápido - ID:4112
2025-03-05 18:13:56,8,2,52,Pro,"API, Reportes",Precio justo - ID:4113
2025-01-01 01:07:50,4,1,55,Básico,API,Excelente servicio - ID:4114
2025-06-18 08:33:18,10,5,45,Básico,"Usuarios, Exportación, Dashboard",Muy rápido - ID:4115
2025-02-11 11:06:43,9,3,25,Gratuito,"Usuarios, Reportes, API",Podría mejorar - ID:4116
2025-07-24 06:09:04,10,1,47,Empresarial,"Usuarios, Ninguna",La interfaz es confusa - ID:4117
2025-11-13 18:57:35,5,3,22,Básico,"Usuarios, Reportes, Exportación",Muy rápido - ID:4118
2025-03-11 00:51:30,7,4,63,Básico,"Usuarios, Dashboard",Me encanta el dashboard - ID:4119
2025-07-20 12:35:56,0,3,42,Gratuito,"API, Dashboard",Excelente servicio - ID:4120
2025-08-29 00:05:25,10,5,33,Gratuito,"Ninguna, Exportación, API",Demasiados bugs - ID:4121
2025-08-03 14:13:17,10,1,42,Empresarial,Reportes,Me encanta el dashboard - ID:4122
2025-06-28 01:55:54,10,2,27,Pro,"Ninguna, Usuarios, API",La interfaz es confusa - ID:4123
2025-08-22 09:44:28,10,4,32,Empresarial,Usuarios,Podría mejorar - ID:4124
2025-07-04 18:50:49,5,5,30,Básico,"API, Usuarios, Dashboard",Precio justo - ID:4125
2025-02-08 12:00:22,10,3,52,Gratuito,"Ninguna, Usuarios, API",Demasiados bugs - ID:4126
2025-08-17 18:47:11,0,5,36,Empresarial,Exportación,Precio justo - ID:4127
2025-03-06 18:46:00,2,2,49,Pro,"Exportación, Dashboard",La interfaz es confusa - ID:4128
2025-05-31 20:01:19,5,4,25,Empresarial,"Usuarios, Exportación",Me encanta el dashboard - ID:4129
2025-01-15 16:58:48,8,5,47,Básico,Ninguna,Precio justo - ID:4130
2025-04-27 10:35:37,9,2,28,Gratuito,"Usuarios, API",Soporte lento - ID:4131
2025-06-06 21:38:51,9,4,31,Básico,Usuarios,Demasiados bugs - ID:4132
2024-12-29 09:59:30,1,2,20,Gratuito,"API, Exportación, Ninguna",Podría mejorar - ID:4133
2025-05-28 01:48:47,8,2,32,Empresarial,"Usuarios, API",Me encanta el dashboard - ID:4134
2025-07-12 19:01:50,9,2,36,Empresarial,Usuarios,Podría mejorar - ID:4135
2025-09-03 02:36:51,10,2,34,Gratuito,"Dashboard, Ninguna, Usuarios",Soporte lento - ID:4136
2025-11-11 14:03:09,8,4,59,Empresarial,"Ninguna, API, Dashboard",Muy rápido - ID:4137
2025-10-01 16:40:09,10,3,52,Empresarial,"Usuarios, Reportes, Exportación",Me encanta el dashboard - ID:4138
2025-04-30 07:33:00,9,3,44,Básico,"Dashboard, Ninguna",Precio justo - ID:4139
2025-02-08 10:30:21,9,1,65,Básico,Exportación,Demasiados bugs - ID:4140
2025-07-25 10:33:34,7,1,53,Pro,API,Podría mejorar - ID:4141
2025-03-15 09:55:48,6,2,32,Básico,Reportes,Soporte lento - ID:4142
2025-04-29 18:38:26,10,1,21,Empresarial,"Reportes, Exportación, Dashboard",Demasiados bugs - ID:4143
2025-10-14 04:53:02,6,2,42,Básico,Ninguna,Excelente servicio - ID:4144
2025-08-15 12:15:37,9,1,41,Empresarial,API,Excelente servicio - ID:4145
2025-02-16 04:24:21,9,5,24,Gratuito,"Exportación, Reportes, Usuarios",Demasiados bugs - ID:4146
2025-08-14 03:31:19,10,1,61,Gratuito,Reportes,Excelente servicio - ID:4147
2025-09-15 18:54:05,10,5,21,Empresarial,"Reportes, Ninguna",Demasiados bugs - ID:4148
2025-02-14 21:25:09,8,2,40,Pro,"Usuarios, Dashboard, API",Soporte lento - ID:4149
2025-10-05 23:03:56,0,4,18,Empresarial,"Exportación, Dashboard",Soporte lento - ID:4150
2025-09-25 18:21:30,10,5,44,Pro,"Reportes, Ninguna, API",Podría mejorar - ID:4151
2025-01-04 14:07:33,2,3,46,Básico,Usuarios,Excelente servicio - ID:4152
2025-09-02 11:11:08,10,5,60,Gratuito,"Dashboard, Reportes, Ninguna",Soporte lento - ID:4153
2024-12-11 17:09:58,9,1,20,Empresarial,API,Podría mejorar - ID:4154
2025-05-03 07:50:59,8,1,42,Pro,"Usuarios, Exportación",Excelente servicio - ID:4155
2025-06-29 17:13:23,10,4,31,Pro,"Exportación, API, Reportes",Precio justo - ID:4156
2025-05-27 02:00:33,8,3,24,Básico,"Ninguna, Usuarios, Dashboard",Demasiados bugs - ID:4157
2025-07-07 23:56:24,8,5,55,Gratuito,"Dashboard, Reportes, API",Muy rápido - ID:4158
2025-05-16 16:36:08,7,2,18,Gratuito,Dashboard,La interfaz es confusa - ID:4159
2025-05-05 19:51:10,5,3,57,Empresarial,"Reportes, Exportación, Ninguna",Excelente servicio - ID:4160
2025-02-26 14:15:54,8,2,60,Pro,"API, Dashboard, Exportación",Podría mejorar - ID:4161
2025-08-24 15:33:34,9,5,57,Empresarial,"Ninguna, Exportación",Podría mejorar - ID:4162
2025-07-09 04:11:01,10,2,64,Básico,"Reportes, Exportación",La interfaz es confusa - ID:4163
2025-05-30 08:57:16,8,2,40,Pro,"API, Reportes",Excelente servicio - ID:4164
2025-06-18 09:49:12,10,3,24,Empresarial,"API, Dashboard, Reportes",Excelente servicio - ID:4165
2025-07-04 09:57:40,10,5,26,Básico,"Ninguna, Exportación",Excelente servicio - ID:4166
2025-01-25 09:35:22,6,3,53,Pro,"Dashboard, Exportación",Demasiados bugs - ID:4167
2025-03-15 16:10:40,9,3,49,Gratuito,"API, Exportación, Usuarios",Me encanta el dashboard - ID:4168
2025-06-08 12:16:46,8,3,18,Empresarial,Ninguna,Muy rápido - ID:4169
2025-09-26 01:55:13,8,3,28,Pro,"API, Usuarios",Demasiados bugs - ID:4170
2025-05-24 06:34:32,9,1,20,Gratuito,Dashboard,Me encanta el dashboard - ID:4171
2025-04-05 13:41:42,9,1,45,Gratuito,"Reportes, Usuarios",La interfaz es confusa - ID:4172
2025-01-05 22:33:59,8,1,19,Básico,"Dashboard, Exportación, API",Me encanta el dashboard - ID:4173
2024-11-19 21:57:06,10,4,19,Empresarial,"Ninguna, Exportación, Usuarios",Soporte lento - ID:4174
2025-05-23 18:54:39,10,1,51,Pro,"Exportación, Usuarios",Precio justo - ID:4175
2025-10-03 23:14:15,10,3,44,Pro,Exportación,Excelente servicio - ID:4176
2025-02-05 04:10:57,10,1,27,Empresarial,Usuarios,Me encanta el dashboard - ID:4177
2024-11-25 18:11:40,8,3,47,Gratuito,"Dashboard, Reportes",Soporte lento - ID:4178
2025-02-18 12:05:41,9,3,34,Básico,"API, Reportes, Usuarios",Excelente servicio - ID:4179
2025-07-20 08:40:44,6,2,56,Gratuito,"Exportación, Ninguna",Precio justo - ID:4180
2024-12-24 16:46:58,9,3,55,Empresarial,Dashboard,Muy rápido - ID:4181
2025-07-15 04:30:12,9,1,48,Pro,API,Muy rápido - ID:4182
2025-07-16 19:49:52,6,3,50,Pro,"Ninguna, Usuarios",Podría mejorar - ID:4183
2025-10-05 14:31:07,9,5,51,Pro,"Ninguna, Dashboard, Exportación",Soporte lento - ID:4184
2025-09-13 23:15:59,10,4,49,Empresarial,"API, Reportes, Exportación",Excelente servicio - ID:4185
2025-10-06 11:25:53,0,1,28,Básico,Ninguna,Excelente servicio - ID:4186
2025-01-25 11:10:55,10,3,33,Básico,"Reportes, API",Podría mejorar - ID:4187
2025-03-11 10:52:15,10,5,30,Empresarial,"Exportación, API",Soporte lento - ID:4188
2025-06-25 11:30:55,8,4,25,Gratuito,"Usuarios, Reportes, Exportación",Soporte lento - ID:4189
2025-08-13 13:30:19,9,3,53,Pro,"Exportación, Reportes, Dashboard",Podría mejorar - ID:4190
2025-07-09 04:01:04,10,4,65,Pro,Usuarios,Podría mejorar - ID:4191
2024-12-02 09:49:29,0,2,53,Básico,"Usuarios, API, Dashboard",Me encanta el dashboard - ID:4192
2025-01-11 19:03:24,7,2,58,Pro,"Dashboard, Usuarios",Me encanta el dashboard - ID:4193
2025-02-25 11:06:27,1,2,45,Gratuito,"Exportación, Ninguna",Me encanta el dashboard - ID:4194
2024-11-29 07:12:52,10,3,49,Gratuito,Usuarios,Demasiados bugs - ID:4195
2025-07-06 16:48:25,9,4,30,Gratuito,Dashboard,Podría mejorar - ID:4196
2025-10-30 04:33:36,8,4,25,Básico,Ninguna,Excelente servicio - ID:4197
2025-01-30 18:55:45,7,2,51,Empresarial,"Ninguna, API, Reportes",Me encanta el dashboard - ID:4198
2025-03-21 02:18:02,3,5,42,Básico,"Usuarios, Ninguna",Podría mejorar - ID:4199
2025-09-27 21:12:49,8,2,65,Básico,Dashboard,Soporte lento - ID:4200
2025-03-23 06:18:57,10,4,58,Básico,"Usuarios, Reportes, Dashboard",Precio justo - ID:4201
2024-11-28 15:55:05,9,3,52,Gratuito,Reportes,La interfaz es confusa - ID:4202
2025-11-01 19:49:02,8,1,26,Empresarial,"Reportes, Ninguna, Exportación",Demasiados bugs - ID:4203
2025-08-18 23:28:39,8,3,19,Empresarial,"Exportación, API, Ninguna",Me encanta el dashboard - ID:4204
2025-07-03 06:29:24,3,5,64,Pro,Usuarios,Excelente servicio - ID:4205
2025-09-11 10:25:45,9,5,38,Empresarial,"Ninguna, Dashboard",Me encanta el dashboard - ID:4206
2025-06-10 00:23:06,9,5,45,Gratuito,"Exportación, Ninguna",Muy rápido - ID:4207
2025-05-03 17:05:54,1,5,44,Gratuito,"Usuarios, Reportes, Exportación",Excelente servicio - ID:4208
2025-05-20 06:16:58,10,3,27,Empresarial,"API, Reportes, Usuarios",Precio justo - ID:4209
2025-05-06 04:10:41,5,4,58,Gratuito,"Ninguna, Reportes",Me encanta el dashboard - ID:4210
2024-11-21 19:44:55,4,3,61,Empresarial,Dashboard,Precio justo - ID:4211
2025-11-02 22:21:34,8,2,25,Empresarial,Ninguna,Demasiados bugs - ID:4212
2025-09-15 17:04:02,8,5,53,Gratuito,"Dashboard, API",Muy rápido - ID:4213
2025-08-12 03:58:49,3,3,61,Empresarial,"Reportes, Dashboard",Soporte lento - ID:4214
2025-08-17 22:37:06,10,4,46,Empresarial,Exportación,Me encanta el dashboard - ID:4215
2025-04-22 17:58:32,9,2,30,Básico,"Dashboard, Reportes, Exportación",Demasiados bugs - ID:4216
2025-03-22 01:35:33,10,3,24,Pro,Exportación,Excelente servicio - ID:4217
2025-10-06 17:52:45,0,1,18,Básico,"Usuarios, Dashboard",Excelente servicio - ID:4218
2025-04-06 14:34:36,7,3,44,Gratuito,"Usuarios, Exportación, Dashboard",Excelente servicio - ID:4219
2025-05-21 15:52:58,10,1,45,Básico,"Exportación, Usuarios",Me encanta el dashboard - ID:4220
2025-09-11 03:26:45,5,4,21,Gratuito,Exportación,Muy rápido - ID:4221
2025-08-23 22:03:05,10,3,45,Pro,Exportación,Me encanta el dashboard - ID:4222
2025-01-09 03:15:11,5,4,58,Gratuito,"API, Usuarios, Dashboard",Muy rápido - ID:4223
2025-06-14 05:37:01,10,1,31,Empresarial,"Exportación, Reportes",Podría mejorar - ID:4224
2025-05-20 10:22:18,9,1,62,Básico,"API, Usuarios, Reportes",Soporte lento - ID:4225
2025-09-19 13:44:45,5,4,51,Empresarial,"Dashboard, API, Reportes",La interfaz es confusa - ID:4226
2024-12-15 01:24:08,7,5,50,Básico,Exportación,Me encanta el dashboard - ID:4227
2024-12-12 15:36:11,9,4,42,Gratuito,"Reportes, Exportación, Ninguna",Precio justo - ID:4228
2025-08-22 01:35:01,9,2,30,Pro,Reportes,Precio justo - ID:4229
2025-08-09 04:34:37,5,3,40,Pro,"Reportes, Ninguna, API",Precio justo - ID:4230
2024-11-20 20:36:08,10,1,42,Gratuito,"Ninguna, API",Soporte lento - ID:4231
2025-01-02 10:33:59,8,5,49,Gratuito,"Usuarios, Exportación, Ninguna",Excelente servicio - ID:4232
2024-12-10 07:44:20,3,2,46,Gratuito,"Ninguna, Exportación, Reportes",La interfaz es confusa - ID:4233
2025-09-15 19:46:59,9,2,37,Gratuito,"Usuarios, Ninguna",Podría mejorar - ID:4234
2025-02-08 07:49:59,9,5,45,Empresarial,Reportes,Podría mejorar - ID:4235
2025-02-28 12:34:05,8,1,44,Pro,"Exportación, Dashboard, Reportes",Muy rápido - ID:4236
2025-07-03 11:05:51,5,1,32,Pro,"API, Dashboard, Reportes",Muy rápido - ID:4237
2025-09-02 19:13:33,9,2,63,Pro,Ninguna,Precio justo - ID:4238
2025-09-04 00:56:02,9,3,18,Básico,"Dashboard, Usuarios",Demasiados bugs - ID:4239
2025-09-09 17:43:39,10,3,32,Básico,"API, Reportes, Usuarios",Me encanta el dashboard - ID:4240
2025-09-06 21:32:46,7,2,61,Básico,Ninguna,Demasiados bugs - ID:4241
2025-01-31 14:30:06,5,2,56,Básico,"Reportes, Usuarios, API",Podría mejorar - ID:4242
2025-04-01 10:35:04,9,4,45,Básico,"Exportación, Reportes, Ninguna",Excelente servicio - ID:4243
2025-01-04 10:40:21,10,4,37,Básico,API,Precio justo - ID:4244
2025-09-30 15:59:21,9,2,64,Gratuito,"Usuarios, Dashboard, Exportación",Precio justo - ID:4245
2024-12-10 14:59:06,10,4,61,Básico,"Exportación, Reportes",Excelente servicio - ID:4246
2025-06-08 09:28:18,10,1,44,Empresarial,"API, Usuarios, Exportación",Soporte lento - ID:4247
2025-03-02 14:44:06,8,5,29,Gratuito,"Ninguna, Usuarios",La interfaz es confusa - ID:4248
2025-04-08 03:35:19,8,3,65,Básico,"Dashboard, Reportes",La interfaz es confusa - ID:4249
2025-04-22 08:48:08,5,5,45,Básico,"API, Exportación",Podría mejorar - ID:4250
2025-05-08 21:18:57,10,5,25,Pro,Usuarios,Me encanta el dashboard - ID:4251
2025-01-02 06:36:36,2,1,35,Pro,Reportes,Soporte lento - ID:4252
2025-05-16 02:15:21,10,4,59,Pro,"Exportación, Ninguna",Precio justo - ID:4253
2025-05-14 05:24:31,6,5,58,Gratuito,"Reportes, Ninguna, Exportación",La interfaz es confusa - ID:4254
2025-03-06 07:14:18,10,1,53,Básico,Reportes,Precio justo - ID:4255
2025-03-24 03:25:54,6,4,64,Básico,"Usuarios, Ninguna, Dashboard",Precio justo - ID:4256
2025-03-24 12:16:24,9,4,55,Empresarial,"Exportación, API",Demasiados bugs - ID:4257
2025-02-24 21:20:14,8,2,63,Gratuito,Exportación,Podría mejorar - ID:4258
2025-11-07 23:29:02,5,5,59,Gratuito,"Dashboard, API",Muy rápido - ID:4259
2025-01-21 04:37:34,10,4,47,Gratuito,"Ninguna, Exportación, API",Precio justo - ID:4260
2025-04-04 06:41:25,10,5,61,Empresarial,"Usuarios, Reportes",Excelente servicio - ID:4261
2025-03-07 11:32:38,9,1,43,Empresarial,"API, Ninguna, Exportación",Demasiados bugs - ID:4262
2024-11-22 00:08:04,10,5,36,Pro,Dashboard,Podría mejorar - ID:4263
2025-04-23 08:02:40,8,5,65,Pro,"Usuarios, Dashboard",Excelente servicio - ID:4264
2025-05-14 13:22:29,9,5,60,Básico,"Exportación, Usuarios",Demasiados bugs - ID:4265
2024-11-24 12:01:12,8,2,59,Gratuito,"Dashboard, Reportes, API",Excelente servicio - ID:4266
2025-01-15 04:40:11,8,1,61,Gratuito,"API, Ninguna, Usuarios",La interfaz es confusa - ID:4267
2025-01-24 23:15:41,9,5,37,Pro,"Exportación, Reportes",Demasiados bugs - ID:4268
2025-01-09 02:54:46,10,2,54,Empresarial,"Ninguna, Exportación",Muy rápido - ID:4269
2025-07-23 03:56:56,9,4,60,Gratuito,"Dashboard, Exportación, Usuarios",Excelente servicio - ID:4270
2025-05-26 00:26:00,8,4,24,Pro,Ninguna,La interfaz es confusa - ID:4271
2025-09-30 03:18:31,6,3,39,Empresarial,Dashboard,Soporte lento - ID:4272
2025-01-25 07:00:48,10,4,61,Empresarial,"Dashboard, Ninguna, Exportación",Muy rápido - ID:4273
2025-04-05 15:49:09,9,3,45,Básico,"Exportación, Ninguna",Soporte lento - ID:4274
2025-11-14 08:45:47,7,2,19,Básico,Usuarios,Demasiados bugs - ID:4275
2024-12-27 01:41:32,7,5,48,Pro,"Exportación, Usuarios",Muy rápido - ID:4276
2025-08-18 12:59:46,10,1,39,Básico,"Reportes, Usuarios",Precio justo - ID:4277
2025-06-27 21:32:35,5,1,44,Pro,"API, Dashboard, Reportes",Precio justo - ID:4278
2025-10-25 22:03:52,8,2,27,Gratuito,"Usuarios, Ninguna, Exportación",La interfaz es confusa - ID:4279
2025-09-17 15:19:02,2,1,25,Empresarial,"API, Usuarios, Exportación",Podría mejorar - ID:4280
2025-07-17 08:24:25,8,1,39,Empresarial,"Dashboard, API, Exportación",Muy rápido - ID:4281
2025-11-04 12:15:13,8,4,53,Pro,Usuarios,La interfaz es confusa - ID:4282
2025-04-27 00:56:51,9,4,54,Básico,"Reportes, Dashboard, Ninguna",Soporte lento - ID:4283
2024-12-17 11:59:42,8,3,22,Pro,"Exportación, Ninguna",La interfaz es confusa - ID:4284
2024-12-18 20:09:44,9,3,48,Empresarial,Exportación,Excelente servicio - ID:4285
2025-08-20 03:49:55,7,2,46,Pro,"Dashboard, Reportes",La interfaz es confusa - ID:4286
2025-10-06 15:26:53,8,5,64,Básico,Reportes,Demasiados bugs - ID:4287
2025-09-29 16:13:34,7,5,34,Gratuito,"API, Exportación",Muy rápido - ID:4288
2025-08-23 01:52:09,8,4,44,Gratuito,Ninguna,Muy rápido - ID:4289
2025-09-22 02:54:15,10,1,18,Pro,"Usuarios, API, Dashboard",Podría mejorar - ID:4290
2025-05-18 14:09:03,4,1,51,Pro,"Usuarios, Exportación, API",Demasiados bugs - ID:4291
2024-12-02 13:56:37,6,4,45,Pro,Exportación,Muy rápido - ID:4292
2025-02-07 15:42:54,5,5,63,Empresarial,Ninguna,Muy rápido - ID:4293
2025-05-22 16:42:54,6,3,47,Básico,"Reportes, Dashboard",Soporte lento - ID:4294
2025-10-09 03:43:10,3,3,34,Gratuito,API,Excelente servicio - ID:4295
2025-01-29 01:48:15,8,4,45,Básico,"Ninguna, API",Precio justo - ID:4296
2025-01-26 22:22:54,0,1,22,Empresarial,"API, Ninguna, Dashboard",Podría mejorar - ID:4297
2025-05-08 03:32:53,4,1,38,Gratuito,"Usuarios, Ninguna, Dashboard",Muy rápido - ID:4298
2025-03-29 07:05:37,8,2,24,Pro,"Usuarios, API",Muy rápido - ID:4299
2025-10-06 20:36:32,10,5,19,Empresarial,Reportes,Precio justo - ID:4300
2025-04-03 00:21:45,4,4,52,Empresarial,Usuarios,La interfaz es confusa - ID:4301
2024-12-08 11:00:23,10,1,50,Pro,Usuarios,Me encanta el dashboard - ID:4302
2025-06-19 18:34:53,9,2,39,Pro,"API, Ninguna, Dashboard",Me encanta el dashboard - ID:4303
2025-05-25 12:57:56,1,4,46,Empresarial,Exportación,Soporte lento - ID:4304
2025-07-14 14:23:58,10,3,48,Pro,"Dashboard, Usuarios",Muy rápido - ID:4305
2025-08-09 09:27:58,9,5,26,Empresarial,Reportes,Excelente servicio - ID:4306
2025-05-26 03:43:04,10,1,35,Pro,"Exportación, API, Reportes",Excelente servicio - ID:4307
2024-12-01 03:43:14,6,1,19,Básico,"Exportación, Usuarios",Precio justo - ID:4308
2024-12-16 00:02:24,9,5,64,Básico,"API, Ninguna",Soporte lento - ID:4309
2025-06-12 14:11:10,4,3,43,Pro,"Ninguna, API, Exportación",Precio justo - ID:4310
